"Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Class","Method","Marketing_channels","Utilizations","Category","Metric","Remark","Domain","Domain Category","Chemical_Number","Value","CV (%)"
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","FAMOXADONE","113202",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","FENHEXAMID","90209",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","FLUDIOXONIL","71503",6100,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","FLUOPYRAM","80302",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","FLUXAPYROXAD","138009",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","FOSETYL-AL","123301",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","IPRODIONE","109801",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","ISOFETAMID","270000",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","MANCOZEB","14504",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","MEFENOXAM","113502",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","MONO-POTASSIUM SALT","76416",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","PENTHIOPYRAD","90112",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","PROPICONAZOLE","122101",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","PYDIFLUMETOFEN","90110",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","PYRACLOSTROBIN","99100",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","PYRIMETHANIL","288201",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","SULFUR","77501",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","TETRACONAZOLE","120603",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","THIOPHANATE-METHYL","102001",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","THIRAM","79801",112100,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","TOTAL",NA,302700,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FUNGICIDE","TRIFLUMIZOLE","128879",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","HERBICIDE","2,4-D, DIMETH. SALT","30019",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","HERBICIDE","CLETHODIM","121011",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","HERBICIDE","FLUMIOXAZIN","129034",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","HERBICIDE","GLYPHOSATE ISO. SALT","103601",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","HERBICIDE","PARAQUAT","61601",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","HERBICIDE","TOTAL",NA,9900,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","ABAMECTIN","122804",100,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","ACETAMIPRID","99050",500,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","BIFENAZATE","586",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","BIFENTHRIN","128825",100,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","BT KURSTAKI ABTS-351","6522",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","CHLORANTRANILIPROLE","90100",400,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","CYANTRANILIPROLE","90098",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","DIAZINON","57801",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","FENPROPATHRIN","127901",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","FLUPYRADIFURONE","122304",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","HEXYTHIAZOX","128849",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","IMIDACLOPRID","129099",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","LAMBDA-CYHALOTHRIN","128897",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","MALATHION","57701",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","METHOMYL","90301",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","NALED","34401",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","NOVALURON","124002",1500,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","PIPERONYL BUTOXIDE","67501",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","PYRETHRINS","69001",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","SPINETORAM","110007",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","SPINOSAD","110003",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","SULFOXAFLOR","5210",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","THIAMETHOXAM","60109",400,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","INSECTICIDE","TOTAL",NA,12300,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","OTHER","CYTOKININS","116801",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","OTHER","FLUTRIAFOL","128940",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","OTHER","INDOLEBUTYRIC ACID","46701",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","OTHER","METAM-POTASSIUM","39002",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","OTHER","TOTAL",NA,5100,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FERTILIZER","NITROGEN",NA,283000,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FERTILIZER","PHOSPHATE",NA,52000,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FERTILIZER","POTASH",NA,538000,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB","","FERTILIZER","SULFUR",NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","AZOXYSTROBIN","128810",0.151,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727","16489",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","BOSCALID","128008",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","CAPTAN","81301",2.012,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","CHLOROTHALONIL","81901",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","COPPER CHLORIDE HYD.","23501",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","COPPER HYDROXIDE","23401",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","CYFLUFENAMID","555550",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","CYMOXANIL","129106",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","CYPRODINIL","288202",0.244,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","DIFENOCONAZOLE","128847",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","FAMOXADONE","113202",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","FENHEXAMID","90209",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","FLUDIOXONIL","71503",0.152,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","FLUOPYRAM","80302",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","FLUXAPYROXAD","138009",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","FOSETYL-AL","123301",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","IPRODIONE","109801",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","ISOFETAMID","270000",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","MANCOZEB","14504",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","MEFENOXAM","113502",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","MONO-POTASSIUM SALT","76416",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","PENTHIOPYRAD","90112",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","PROPICONAZOLE","122101",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","PYDIFLUMETOFEN","90110",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","PYRACLOSTROBIN","99100",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","PYRIMETHANIL","288201",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","SULFUR","77501",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","TETRACONAZOLE","120603",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","THIOPHANATE-METHYL","102001",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","THIRAM","79801",2.156,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","TRIFLUMIZOLE","128879",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","HERBICIDE","2,4-D, DIMETH. SALT","30019",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","HERBICIDE","CLETHODIM","121011",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","HERBICIDE","FLUMIOXAZIN","129034",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","HERBICIDE","GLYPHOSATE ISO. SALT","103601",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","HERBICIDE","PARAQUAT","61601",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","ABAMECTIN","122804",0.031,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","ACETAMIPRID","99050",0.144,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","BIFENAZATE","586",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","BIFENTHRIN","128825",0.117,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","BT KURSTAKI ABTS-351","6522",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","CHLORANTRANILIPROLE","90100",0.054,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","CYANTRANILIPROLE","90098",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","DIAZINON","57801",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","FENPROPATHRIN","127901",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","FLUPYRADIFURONE","122304",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","HEXYTHIAZOX","128849",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","IMIDACLOPRID","129099",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","LAMBDA-CYHALOTHRIN","128897",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","MALATHION","57701",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","METHOMYL","90301",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","NALED","34401",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","NOVALURON","124002",0.077,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","PIPERONYL BUTOXIDE","67501",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","PYRETHRINS","69001",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","SPINETORAM","110007",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","SPINOSAD","110003",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","SULFOXAFLOR","5210",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"BEARING",NA,NA,NA,"APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","THIAMETHOXAM","60109",0.058,NA
